"from_pin.full_name","to_pin.full_name",delay_max_rise,delay_max_fall,"variation_delay_max_rise.mean","variation_delay_max_rise.std_dev","variation_delay_max_fall.mean","variation_delay_max_fall.std_dev"
FE_OFC547_n_3411/Y,g214668/C,0.142179,0.141866,0.142179,UNINIT,0.141866,UNINIT
FE_OFC547_n_3411/Y,FE_OFC548_n_3411/A,0.142179,0.141866,0.142179,UNINIT,0.141866,UNINIT
g216929/Y,g216125/B,0.099663,0.099712,0.099663,UNINIT,0.099712,UNINIT
g216929/Y,g214042/A2,0.099663,0.099712,0.099663,UNINIT,0.099712,UNINIT
g216929/Y,g216168/B,0.099663,0.099712,0.099663,UNINIT,0.099712,UNINIT
g216929/Y,g214306/C,0.099663,0.099712,0.099663,UNINIT,0.099712,UNINIT
FE_OFC548_n_3411/Y,g213222__7098/B1,0.125467,0.125784,0.125467,UNINIT,0.125784,UNINIT
FE_OFC548_n_3411/Y,g213108__8246/A1,0.125467,0.125784,0.125467,UNINIT,0.125784,UNINIT
sa11_reg[2]/QN,FE_OFC1265_sa11_2/A,1.182144,1.181994,1.182144,UNINIT,1.181994,UNINIT
sa11_reg[2]/QN,g221261/A1,1.875684,1.874837,1.875684,UNINIT,1.874837,UNINIT
sa11_reg[2]/QN,g213257__9315/B1,1.206012,1.205844,1.206012,UNINIT,1.205844,UNINIT
sa11_reg[2]/QN,g219332/A,1.834596,1.833799,1.834596,UNINIT,1.833799,UNINIT
sa11_reg[2]/QN,g212916__6417/A2,1.935620,1.934697,1.935620,UNINIT,1.934697,UNINIT
sa11_reg[2]/QN,g213184__4319/B2,1.335187,1.334914,1.335187,UNINIT,1.334914,UNINIT
sa11_reg[2]/QN,g218491/B,1.915053,1.914156,1.915053,UNINIT,1.914156,UNINIT
sa11_reg[2]/QN,g218521/A,1.788579,1.787838,1.788579,UNINIT,1.787838,UNINIT
sa11_reg[2]/QN,g218589/B,1.476021,1.475619,1.476021,UNINIT,1.475619,UNINIT
sa11_reg[2]/QN,g213504/C,1.660085,1.659492,1.660085,UNINIT,1.659492,UNINIT
sa11_reg[2]/QN,g213090__2883/A1,1.209410,1.209239,1.209410,UNINIT,1.209239,UNINIT
sa11_reg[2]/QN,g213174__9945/B,1.593664,1.593143,1.593664,UNINIT,1.593143,UNINIT
sa11_reg[2]/QN,g212963__3680/A1,1.369889,1.369586,1.369889,UNINIT,1.369586,UNINIT
FE_OFC1265_sa11_2/Y,g213257__9315/A1,0.092035,0.091971,0.092035,UNINIT,0.091971,UNINIT
FE_OFC1265_sa11_2/Y,g219307/B,0.092035,0.091971,0.092035,UNINIT,0.091971,UNINIT
FE_OFC1265_sa11_2/Y,g213184__4319/A2,0.092035,0.091971,0.092035,UNINIT,0.091971,UNINIT
FE_OFC1265_sa11_2/Y,g213572/B,0.092035,0.091971,0.092035,UNINIT,0.091971,UNINIT
FE_OFC1265_sa11_2/Y,g213090__2883/B1,0.092035,0.091971,0.092035,UNINIT,0.091971,UNINIT
g219332/Y,g213239__6260/B1,0.329843,0.329581,0.329843,UNINIT,0.329581,UNINIT
g219332/Y,g217307/B,0.329843,0.329581,0.329843,UNINIT,0.329581,UNINIT
g219332/Y,g213131__3680/B2,0.329843,0.329581,0.329843,UNINIT,0.329581,UNINIT
g219332/Y,g213439/C,0.329843,0.329581,0.329843,UNINIT,0.329581,UNINIT
g219332/Y,FE_OFC3202_n_2191/A,0.329843,0.329581,0.329843,UNINIT,0.329581,UNINIT
g218521/Y,g213877/C,0.201179,0.200814,0.201179,UNINIT,0.200814,UNINIT
g218521/Y,g213897/C,0.201179,0.200814,0.201179,UNINIT,0.200814,UNINIT
g218521/Y,g213135__5122/A2,0.201179,0.200814,0.201179,UNINIT,0.200814,UNINIT
g218521/Y,g213131__3680/A2,0.201179,0.200814,0.201179,UNINIT,0.200814,UNINIT
g218521/Y,g213182__5107/B2,0.201179,0.200814,0.201179,UNINIT,0.200814,UNINIT
g218589/Y,g213239__6260/A1,0.380374,0.383481,0.380374,UNINIT,0.383481,UNINIT
g218589/Y,g217271/A,0.564690,0.567177,0.564690,UNINIT,0.567177,UNINIT
g218589/Y,g213226__7482/A,0.295378,0.297550,0.295378,UNINIT,0.297550,UNINIT
g218589/Y,g213331/C,0.647589,0.651351,0.647589,UNINIT,0.651351,UNINIT
g218589/Y,g213182__5107/A2,0.775185,0.778102,0.775185,UNINIT,0.778102,UNINIT
g218589/Y,FE_OFC748_n_2542/A,0.741861,0.745065,0.741861,UNINIT,0.745065,UNINIT
g218589/Y,g213543/B1,0.691633,0.695182,0.691633,UNINIT,0.695182,UNINIT
g218589/Y,g213576/B,0.166172,0.168183,0.166172,UNINIT,0.168183,UNINIT
g219307/Y,g217155/B,1.378936,1.378936,1.378936,UNINIT,1.378936,UNINIT
g219307/Y,g216468/A,1.378936,1.378936,1.378936,UNINIT,1.378936,UNINIT
g219307/Y,g213341/A1,1.378936,1.378936,1.378936,UNINIT,1.378936,UNINIT
g219307/Y,g218768/A,1.378936,1.378936,1.378936,UNINIT,1.378936,UNINIT
g219307/Y,g213545/B,1.378936,1.378936,1.378936,UNINIT,1.378936,UNINIT
g219307/Y,g213561/B,1.378936,1.378936,1.378936,UNINIT,1.378936,UNINIT
FE_OFC3202_n_2191/Y,g213076__1617/A2,0.164734,0.165028,0.164734,UNINIT,0.165028,UNINIT
FE_OFC3202_n_2191/Y,g213045__5526/A2,0.164734,0.165028,0.164734,UNINIT,0.165028,UNINIT
FE_OFC3202_n_2191/Y,g214348/C,0.164734,0.165028,0.164734,UNINIT,0.165028,UNINIT
FE_OFC3202_n_2191/Y,g213623/C,0.164734,0.165028,0.164734,UNINIT,0.165028,UNINIT
FE_OFC3202_n_2191/Y,g214777/C,0.164734,0.165028,0.164734,UNINIT,0.165028,UNINIT
FE_OFC748_n_2542/Y,g213045__5526/B2,0.145509,0.145703,0.145509,UNINIT,0.145703,UNINIT
FE_OFC748_n_2542/Y,g214424/C,0.145509,0.145703,0.145509,UNINIT,0.145703,UNINIT
FE_OFC748_n_2542/Y,g215636/A1,0.145509,0.145703,0.145509,UNINIT,0.145703,UNINIT
FE_OFC748_n_2542/Y,g213622/C,0.145509,0.145703,0.145509,UNINIT,0.145703,UNINIT
FE_OFC748_n_2542/Y,g213786/B,0.145509,0.145703,0.145509,UNINIT,0.145703,UNINIT
g218768/Y,g213076__1617/B2,0.066171,0.066272,0.066171,UNINIT,0.066272,UNINIT
g218768/Y,g213334/B,0.066171,0.066272,0.066171,UNINIT,0.066272,UNINIT
g218768/Y,g215636/B1,0.066171,0.066272,0.066171,UNINIT,0.066272,UNINIT
sa11_reg[1]/QN,FE_OCPC2481_sa11_1/A,1.164052,1.166020,1.164052,UNINIT,1.166020,UNINIT
sa11_reg[1]/QN,FE_OCPC2482_sa11_1/A,1.537573,1.539592,1.537573,UNINIT,1.539592,UNINIT
sa11_reg[1]/QN,g218625/B,1.735067,1.737028,1.735067,UNINIT,1.737028,UNINIT
sa11_reg[1]/QN,FE_OCPC2577_sa11_1/A,1.872151,1.874042,1.872151,UNINIT,1.874042,UNINIT
sa11_reg[1]/QN,FE_OCPC2484_sa11_1/A,1.818468,1.820388,1.818468,UNINIT,1.820388,UNINIT
sa11_reg[1]/QN,FE_OCPC2483_sa11_1/A,1.846814,1.848719,1.846814,UNINIT,1.848719,UNINIT
FE_OCPC2481_sa11_1/Y,g217156/A,0.061354,0.062243,0.061354,UNINIT,0.062243,UNINIT
FE_OCPC2481_sa11_1/Y,FE_OCPC2487_sa11_1/A,0.061354,0.062243,0.061354,UNINIT,0.062243,UNINIT
FE_OCPC2482_sa11_1/Y,g219369/A,0.120878,0.119615,0.120878,UNINIT,0.119615,UNINIT
FE_OCPC2482_sa11_1/Y,g218564/A,0.120878,0.119615,0.120878,UNINIT,0.119615,UNINIT
g218625/Y,g215906/A1,1.197021,1.204514,1.197021,UNINIT,1.204514,UNINIT
g218625/Y,g218107/A,1.381828,1.390944,1.381828,UNINIT,1.390944,UNINIT
g218625/Y,g216071/A,1.378253,1.387337,1.378253,UNINIT,1.387337,UNINIT
g218625/Y,g217172/A,1.014121,1.020108,1.014121,UNINIT,1.020108,UNINIT
g218625/Y,g216251/A,0.935286,0.940658,0.935286,UNINIT,0.940658,UNINIT
g218625/Y,g215476/A1,1.267856,1.275960,1.267856,UNINIT,1.275960,UNINIT
g218625/Y,g217668/A,1.023160,1.029220,1.023160,UNINIT,1.029220,UNINIT
g218625/Y,g217759/A,0.670398,0.673866,0.670398,UNINIT,0.673866,UNINIT
g218625/Y,g217870/B,1.027729,1.033825,1.027729,UNINIT,1.033825,UNINIT
g218625/Y,g217884/B,0.735681,0.739594,0.735681,UNINIT,0.739594,UNINIT
FE_OCPC2577_sa11_1/Y,FE_OCPC2485_sa11_1/A,0.600557,0.600044,0.600557,UNINIT,0.600044,UNINIT
FE_OCPC2577_sa11_1/Y,g219334/A,0.238046,0.238063,0.238046,UNINIT,0.238063,UNINIT
FE_OCPC2577_sa11_1/Y,g217349/A,0.349293,0.349535,0.349293,UNINIT,0.349535,UNINIT
FE_OCPC2577_sa11_1/Y,g218600/B,0.460397,0.460519,0.460397,UNINIT,0.460519,UNINIT
FE_OCPC2577_sa11_1/Y,g216744/A1,0.548244,0.548029,0.548244,UNINIT,0.548029,UNINIT
FE_OCPC2577_sa11_1/Y,FE_OCPC2486_sa11_1/A,0.631791,0.631067,0.631791,UNINIT,0.631067,UNINIT
FE_OCPC2484_sa11_1/Y,g218541/A,0.021049,0.020870,0.021049,UNINIT,0.020870,UNINIT
FE_OCPC2483_sa11_1/Y,g217157/B,0.092552,0.091944,0.092552,UNINIT,0.091944,UNINIT
FE_OCPC2483_sa11_1/Y,g219281/A,0.092552,0.091944,0.092552,UNINIT,0.091944,UNINIT
FE_OCPC2483_sa11_1/Y,FE_OCPC2488_sa11_1/A,0.092552,0.091944,0.092552,UNINIT,0.091944,UNINIT
FE_OCPC2487_sa11_1/Y,g217032/A,0.069674,0.071307,0.069674,UNINIT,0.071307,UNINIT
g219369/Y,FE_OCPC2578_n_2108/A,0.185375,0.186027,0.185375,UNINIT,0.186027,UNINIT
g219369/Y,g218882/A,0.185375,0.186027,0.185375,UNINIT,0.186027,UNINIT
g219369/Y,g217834/B,0.185375,0.186027,0.185375,UNINIT,0.186027,UNINIT
g219369/Y,g217837/B,0.185375,0.186027,0.185375,UNINIT,0.186027,UNINIT
g219369/Y,g217888/B,0.185375,0.186027,0.185375,UNINIT,0.186027,UNINIT
g218107/Y,g214842/B1,0.962307,0.962179,0.962307,UNINIT,0.962179,UNINIT
g218107/Y,g213821/A2,1.029185,1.029138,1.029185,UNINIT,1.029138,UNINIT
g218107/Y,g213859/A1,1.070660,1.070667,1.070660,UNINIT,1.070667,UNINIT
g218107/Y,g213986/B2,0.294636,0.294310,0.294636,UNINIT,0.294310,UNINIT
g218107/Y,g216143/A,1.001855,1.001773,1.001855,UNINIT,1.001773,UNINIT
g218107/Y,g214480/A2,1.289103,1.289454,1.289103,UNINIT,1.289454,UNINIT
g218107/Y,g215523/A1,1.274454,1.274779,1.274454,UNINIT,1.274779,UNINIT
g218107/Y,g215546/A2,0.547842,0.547451,0.547842,UNINIT,0.547451,UNINIT
g218107/Y,g217673/A,0.732110,0.731783,0.732110,UNINIT,0.731783,UNINIT
g218107/Y,g217750/B,0.398554,0.398178,0.398554,UNINIT,0.398178,UNINIT
g218107/Y,g214728/A2,1.144156,1.144268,1.144156,UNINIT,1.144268,UNINIT
g217884/Y,g216016/B,0.456022,0.457186,0.456022,UNINIT,0.457186,UNINIT
g217884/Y,g214026/B1,0.534406,0.535768,0.534406,UNINIT,0.535768,UNINIT
g217884/Y,g216256/B,0.752787,0.754683,0.752787,UNINIT,0.754683,UNINIT
g217884/Y,g217515/A,0.314567,0.315366,0.314567,UNINIT,0.315366,UNINIT
g217884/Y,g215432/A2,0.751266,0.753158,0.751266,UNINIT,0.753158,UNINIT
g217884/Y,g215531/A1,0.706443,0.708228,0.706443,UNINIT,0.708228,UNINIT
g217884/Y,g215543/A1,0.461568,0.462746,0.461568,UNINIT,0.462746,UNINIT
FE_OCPC2485_sa11_1/Y,g217179/A,0.078582,0.078011,0.078582,UNINIT,0.078011,UNINIT
FE_OCPC2485_sa11_1/Y,g214089/B2,0.078582,0.078011,0.078582,UNINIT,0.078011,UNINIT
FE_OCPC2486_sa11_1/Y,g219258/B,0.123953,0.123101,0.123953,UNINIT,0.123101,UNINIT
FE_OCPC2486_sa11_1/Y,g217289/A,0.123953,0.123101,0.123953,UNINIT,0.123101,UNINIT
FE_OCPC2486_sa11_1/Y,g215644/A3,0.123953,0.123101,0.123953,UNINIT,0.123101,UNINIT
g218541/Y,FE_OCPC2590_n_2634/A,0.420411,0.422455,0.420411,UNINIT,0.422455,UNINIT
g218541/Y,FE_OFC1191_n_2634/A,0.420411,0.422455,0.420411,UNINIT,0.422455,UNINIT
g218541/Y,g217752/A,0.420411,0.422455,0.420411,UNINIT,0.422455,UNINIT
g218541/Y,g217884/A,0.420411,0.422455,0.420411,UNINIT,0.422455,UNINIT
g219281/Y,g217218/A,0.163895,0.163027,0.163895,UNINIT,0.163027,UNINIT
g219281/Y,g217601/B,0.163895,0.163027,0.163895,UNINIT,0.163027,UNINIT
g219281/Y,g218724/A,0.163895,0.163027,0.163895,UNINIT,0.163027,UNINIT
g219281/Y,g217848/B,0.163895,0.163027,0.163895,UNINIT,0.163027,UNINIT
g219281/Y,g214767/B2,0.163895,0.163027,0.163895,UNINIT,0.163027,UNINIT
FE_OCPC2488_sa11_1/Y,g217195/A,0.029755,0.029104,0.029755,UNINIT,0.029104,UNINIT
FE_OCPC2578_n_2108/Y,g216449/A2,0.239299,0.239388,0.239299,UNINIT,0.239388,UNINIT
FE_OCPC2578_n_2108/Y,g213413/A2,0.239299,0.239388,0.239299,UNINIT,0.239388,UNINIT
FE_OCPC2578_n_2108/Y,g217748/B,0.239299,0.239388,0.239299,UNINIT,0.239388,UNINIT
g218882/Y,g214983/A1,0.183707,0.184079,0.183707,UNINIT,0.184079,UNINIT
g218882/Y,g216417/A1,0.183707,0.184079,0.183707,UNINIT,0.184079,UNINIT
g218882/Y,g217580/B,0.183707,0.184079,0.183707,UNINIT,0.184079,UNINIT
g218882/Y,g216551/B,0.183707,0.184079,0.183707,UNINIT,0.184079,UNINIT
g218882/Y,g215613/B1,0.183707,0.184079,0.183707,UNINIT,0.184079,UNINIT
g217515/Y,g214838/B2,0.788172,0.740050,0.788172,UNINIT,0.740050,UNINIT
g217515/Y,g216015/A,0.151250,0.132016,0.151250,UNINIT,0.132016,UNINIT
g217515/Y,g214013/A1,0.659082,0.608346,0.659082,UNINIT,0.608346,UNINIT
g217515/Y,g215283/A2,0.346923,0.315575,0.346923,UNINIT,0.315575,UNINIT
g217515/Y,g214361/A2,0.823736,0.777481,0.823736,UNINIT,0.777481,UNINIT
g217515/Y,g216754/B,0.767187,0.718197,0.767187,UNINIT,0.718197,UNINIT
FE_OCPC2590_n_2634/Y,g215038/A,0.001000,0.001000,0.001000,UNINIT,0.001000,UNINIT
FE_OCPC2590_n_2634/Y,g217595/A,-0.912320,0.854851,-0.912320,UNINIT,0.854851,UNINIT
FE_OCPC2590_n_2634/Y,g215524/D,0.001000,0.001000,0.001000,UNINIT,0.001000,UNINIT
FE_OCPC2590_n_2634/Y,g213727/A3,0.001000,0.001000,0.001000,UNINIT,0.001000,UNINIT
FE_OFC1191_n_2634/Y,g217314/B,0.135803,0.135275,0.135803,UNINIT,0.135275,UNINIT
FE_OFC1191_n_2634/Y,g217828/A,0.135803,0.135275,0.135803,UNINIT,0.135275,UNINIT
FE_OFC1191_n_2634/Y,g217871/B,0.135803,0.135275,0.135803,UNINIT,0.135275,UNINIT
g218724/Y,g214683/A3,0.049295,0.049456,0.049295,UNINIT,0.049456,UNINIT
sa11_reg[0]/QN,g95653/A,0.211919,0.211833,0.211919,UNINIT,0.211833,UNINIT
sa11_reg[0]/QN,FE_OFC865_sa11_0/A,0.211919,0.211833,0.211919,UNINIT,0.211833,UNINIT
g95653/Y,g214983/C,1.387863,1.384010,1.387863,UNINIT,1.384010,UNINIT
g95653/Y,g213284__6161/B,1.386307,1.382454,1.386307,UNINIT,1.382454,UNINIT
g95653/Y,g219332/B,0.719300,0.716123,0.719300,UNINIT,0.716123,UNINIT
g95653/Y,g218484/A,0.136899,0.136050,0.136899,UNINIT,0.136050,UNINIT
g95653/Y,g213308/B,1.138417,1.134613,1.138417,UNINIT,1.134613,UNINIT
g95653/Y,g213310/B,1.242340,1.238489,1.242340,UNINIT,1.238489,UNINIT
g95653/Y,g215524/C,0.868713,0.865225,0.868713,UNINIT,0.865225,UNINIT
g95653/Y,g213425/A2,1.295869,1.292009,1.295869,UNINIT,1.292009,UNINIT
g95653/Y,g212709__4733/A1,0.639691,0.636724,0.639691,UNINIT,0.636724,UNINIT
g95653/Y,g213607/C,0.816970,0.813578,0.816970,UNINIT,0.813578,UNINIT
FE_OFC865_sa11_0/Y,g215073/B,1.084104,1.079258,1.084104,UNINIT,1.079258,UNINIT
FE_OFC865_sa11_0/Y,g215094/C,1.071920,1.067109,1.071920,UNINIT,1.067109,UNINIT
FE_OFC865_sa11_0/Y,g219307/A,0.574001,0.570935,0.574001,UNINIT,0.570935,UNINIT
FE_OFC865_sa11_0/Y,g213198__7482/B1,0.485960,0.483283,0.485960,UNINIT,0.483283,UNINIT
FE_OFC865_sa11_0/Y,g215355/B,0.894279,0.890010,0.894279,UNINIT,0.890010,UNINIT
FE_OFC865_sa11_0/Y,g215356/B,0.565092,0.562065,0.565092,UNINIT,0.562065,UNINIT
FE_OFC865_sa11_0/Y,g218521/B,0.796920,0.792984,0.796920,UNINIT,0.792984,UNINIT
FE_OFC865_sa11_0/Y,g218589/A,0.597351,0.594187,0.597351,UNINIT,0.594187,UNINIT
FE_OFC865_sa11_0/Y,g213253__5115/C,1.070549,1.065742,1.070549,UNINIT,1.065742,UNINIT
FE_OFC865_sa11_0/Y,g213425/B2,1.065335,1.060542,1.065335,UNINIT,1.060542,UNINIT
FE_OFC865_sa11_0/Y,g213611/C,0.909924,0.905604,0.909924,UNINIT,0.905604,UNINIT
FE_OFC865_sa11_0/Y,g213688/C,0.594398,0.591246,0.594398,UNINIT,0.591246,UNINIT
sa10_reg[1]/QN,FE_OFC3447_sa10_1/A,1.328532,1.330767,1.328532,UNINIT,1.330767,UNINIT
sa10_reg[1]/QN,g218535/B,1.328532,1.330767,1.328532,UNINIT,1.330767,UNINIT
sa10_reg[1]/QN,g218617/B,1.328532,1.330767,1.328532,UNINIT,1.330767,UNINIT
sa10_reg[1]/QN,FE_OFC3448_sa10_1/A,1.328532,1.330767,1.328532,UNINIT,1.330767,UNINIT
FE_OFC3447_sa10_1/Y,g215008/C,0.545982,0.544140,0.545982,UNINIT,0.544140,UNINIT
FE_OFC3447_sa10_1/Y,g217143/A,0.763189,0.760884,0.763189,UNINIT,0.760884,UNINIT
FE_OFC3447_sa10_1/Y,g219269/B,1.022152,1.019447,1.022152,UNINIT,1.019447,UNINIT
FE_OFC3447_sa10_1/Y,g219273/A,1.020789,1.018085,1.020789,UNINIT,1.018085,UNINIT
FE_OFC3447_sa10_1/Y,g217341/A,0.597724,0.595760,0.597724,UNINIT,0.595760,UNINIT
FE_OFC3447_sa10_1/Y,g218597/B,0.378190,0.376800,0.378190,UNINIT,0.376800,UNINIT
FE_OFC3447_sa10_1/Y,FE_OFC3449_sa10_1/A,0.908201,0.905654,0.908201,UNINIT,0.905654,UNINIT
FE_OFC3447_sa10_1/Y,g216729/A1,0.512287,0.510529,0.512287,UNINIT,0.510529,UNINIT
FE_OFC3448_sa10_1/Y,g215048/B2,1.133892,1.123679,1.133892,UNINIT,1.123679,UNINIT
FE_OFC3448_sa10_1/Y,g219322/A,1.012998,1.003699,1.012998,UNINIT,1.003699,UNINIT
FE_OFC3448_sa10_1/Y,g217226/A,0.610463,0.604473,0.610463,UNINIT,0.604473,UNINIT
FE_OFC3448_sa10_1/Y,g217247/A,0.724453,0.717481,0.724453,UNINIT,0.717481,UNINIT
FE_OFC3448_sa10_1/Y,g219373/A,1.016479,1.007153,1.016479,UNINIT,1.007153,UNINIT
FE_OFC3448_sa10_1/Y,g217279/A,1.125723,1.115570,1.125723,UNINIT,1.115570,UNINIT
FE_OFC3448_sa10_1/Y,g217318/A,0.730833,0.723807,0.730833,UNINIT,0.723807,UNINIT
FE_OFC3448_sa10_1/Y,g218563/B,0.550859,0.545398,0.550859,UNINIT,0.545398,UNINIT
FE_OFC3449_sa10_1/Y,g217074/A,0.177309,0.175780,0.177309,UNINIT,0.175780,UNINIT
FE_OFC3449_sa10_1/Y,g217087/A,0.177309,0.175780,0.177309,UNINIT,0.175780,UNINIT
FE_OFC3449_sa10_1/Y,g217130/A,0.177309,0.175780,0.177309,UNINIT,0.175780,UNINIT
sa10_reg[0]/QN,g212563__2883/B,2.057530,2.052484,2.057530,UNINIT,2.052484,UNINIT
sa10_reg[0]/QN,FE_OCPC2589_sa10_0/A,1.998227,1.993304,1.998227,UNINIT,1.993304,UNINIT
sa10_reg[0]/QN,FE_OFC653_sa10_0/A,2.071605,2.066530,2.071605,UNINIT,2.066530,UNINIT
sa10_reg[0]/QN,g213294/C,2.090749,2.085634,2.090749,UNINIT,2.085634,UNINIT
sa10_reg[0]/QN,g214302/B,2.073106,2.068027,2.073106,UNINIT,2.068027,UNINIT
sa10_reg[0]/QN,g212556__4733/B,1.823880,1.819324,1.823880,UNINIT,1.819324,UNINIT
sa10_reg[0]/QN,g212564__2346/B,2.114868,2.109704,2.114868,UNINIT,2.109704,UNINIT
sa10_reg[0]/QN,g213404/B1,1.998284,1.993361,1.998284,UNINIT,1.993361,UNINIT
sa10_reg[0]/QN,g213478/C,1.983903,1.979009,1.983903,UNINIT,1.979009,UNINIT
sa10_reg[0]/QN,g212379__7482/C,2.086859,2.081752,2.086859,UNINIT,2.081752,UNINIT
FE_OCPC2589_sa10_0/Y,g218503/A,0.049058,0.048961,0.049058,UNINIT,0.048961,UNINIT
FE_OCPC2589_sa10_0/Y,g213762/B,0.049058,0.048961,0.049058,UNINIT,0.048961,UNINIT
FE_OCPC2589_sa10_0/Y,g212348__6131/C,0.049058,0.048961,0.049058,UNINIT,0.048961,UNINIT
FE_OFC653_sa10_0/Y,g212555__7482/B,0.892276,0.892276,0.892276,UNINIT,0.892276,UNINIT
FE_OFC653_sa10_0/Y,g215047/B,0.892276,0.892276,0.892276,UNINIT,0.892276,UNINIT
FE_OFC653_sa10_0/Y,g212392__5107/C,0.892276,0.892276,0.892276,UNINIT,0.892276,UNINIT
FE_OFC653_sa10_0/Y,g212393__6260/A2,0.892276,0.892276,0.892276,UNINIT,0.892276,UNINIT
FE_OFC653_sa10_0/Y,g213273__1617/A2,0.892276,0.892276,0.892276,UNINIT,0.892276,UNINIT
FE_OFC653_sa10_0/Y,g212501__5122/A3,0.892276,0.892276,0.892276,UNINIT,0.892276,UNINIT
sa03_reg[6]/QN,g213930/B1,1.121569,1.121089,1.121569,UNINIT,1.121089,UNINIT
sa03_reg[6]/QN,g214050/A1,1.079540,1.079113,1.079540,UNINIT,1.079113,UNINIT
sa03_reg[6]/QN,g219379/A,1.307544,1.306805,1.307544,UNINIT,1.306805,UNINIT
sa03_reg[6]/QN,g219392/A,1.497999,1.496955,1.497999,UNINIT,1.496955,UNINIT
sa03_reg[6]/QN,g214116/A1,0.984498,0.984182,0.984498,UNINIT,0.984182,UNINIT
sa03_reg[6]/QN,FE_OFC3450_sa03_6/A,0.478721,0.478775,0.478721,UNINIT,0.478775,UNINIT
sa03_reg[6]/QN,g219405/B,1.426219,1.425294,1.426219,UNINIT,1.425294,UNINIT
sa03_reg[6]/QN,g215367/A1,1.321054,1.320295,1.321054,UNINIT,1.320295,UNINIT
sa03_reg[6]/QN,FE_OFC3451_sa03_6/A,1.536813,1.535701,1.536813,UNINIT,1.535701,UNINIT
g219379/Y,g214833/A1,1.764361,1.771360,1.764361,UNINIT,1.771360,UNINIT
g219379/Y,FE_OFC3192_n_2089/A,1.014433,1.008748,1.014433,UNINIT,1.008748,UNINIT
g219379/Y,g215031/A,1.764265,1.771266,1.764265,UNINIT,1.771266,UNINIT
g219379/Y,FE_OFC3191_n_2089/A,0.474465,0.471244,0.474465,UNINIT,0.471244,UNINIT
g219379/Y,g215424/A1,1.384453,1.377662,1.384453,UNINIT,1.377662,UNINIT
g219379/Y,g215586/A1,1.288701,1.282157,1.288701,UNINIT,1.282157,UNINIT
g219379/Y,g216609/A,1.700538,1.709115,1.700538,UNINIT,1.709115,UNINIT
g219379/Y,g215640/B1,0.472892,0.469679,0.472892,UNINIT,0.469679,UNINIT
g219379/Y,g215667/A1,1.644634,1.637290,1.644634,UNINIT,1.637290,UNINIT
g219379/Y,g215695/B,1.730900,1.738718,1.730900,UNINIT,1.738718,UNINIT
g219379/Y,FE_OFC3190_n_2089/A,0.466949,0.463770,0.466949,UNINIT,0.463770,UNINIT
g219379/Y,g214744/A3,0.478032,0.474791,0.478032,UNINIT,0.474791,UNINIT
g219392/Y,g214947/A,2.359700,2.360516,2.359700,UNINIT,2.360516,UNINIT
g219392/Y,FE_OFC1556_n_2066/A,3.210800,3.215888,3.210800,UNINIT,3.215888,UNINIT
g219392/Y,g213980/A2,2.341002,2.341744,2.341002,UNINIT,2.341744,UNINIT
g219392/Y,g214020/B1,3.021625,3.025604,3.021625,UNINIT,3.025604,UNINIT
g219392/Y,FE_OFC1555_n_2066/A,0.215078,0.214704,0.215078,UNINIT,0.214704,UNINIT
g219392/Y,g214113/A1,3.085635,3.089979,3.085635,UNINIT,3.089979,UNINIT
g219392/Y,g214255/A2,2.743566,2.746079,2.743566,UNINIT,2.746079,UNINIT
g219392/Y,g214345/A1,3.295816,3.301433,3.295816,UNINIT,3.301433,UNINIT
g219392/Y,g213302/A1,2.375529,2.376407,2.375529,UNINIT,2.376407,UNINIT
g219392/Y,g214447/B,2.331638,2.332345,2.331638,UNINIT,2.332345,UNINIT
g219392/Y,g214461/A2,3.313375,3.319104,3.313375,UNINIT,3.319104,UNINIT
g219392/Y,g216565/A,3.237890,3.243145,3.237890,UNINIT,3.243145,UNINIT
g219392/Y,g216581/B,1.657729,1.658295,1.657729,UNINIT,1.658295,UNINIT
g219392/Y,g217624/A,2.576273,2.578000,2.576273,UNINIT,2.578000,UNINIT
g219392/Y,g217702/A,1.974546,1.975959,1.974546,UNINIT,1.975959,UNINIT
g219392/Y,g213547/A1,2.394437,2.395391,2.394437,UNINIT,2.395391,UNINIT
g219392/Y,g214601/B1,3.094798,3.099195,3.094798,UNINIT,3.099195,UNINIT
g219392/Y,g214656/A2,2.910648,2.914018,2.910648,UNINIT,2.914018,UNINIT
FE_OFC3450_sa03_6/Y,g215935/A,1.230219,1.229369,1.230219,UNINIT,1.229369,UNINIT
FE_OFC3450_sa03_6/Y,g214078/B2,1.414286,1.413704,1.414286,UNINIT,1.413704,UNINIT
FE_OFC3450_sa03_6/Y,g214123/B2,1.356586,1.355911,1.356586,UNINIT,1.355911,UNINIT
FE_OFC3450_sa03_6/Y,g214134/A3,0.553722,0.552691,0.553722,UNINIT,0.552691,UNINIT
FE_OFC3450_sa03_6/Y,g215434/A1,1.359247,1.358576,1.359247,UNINIT,1.358576,UNINIT
FE_OFC3450_sa03_6/Y,g215439/B,0.803196,0.802069,0.803196,UNINIT,0.802069,UNINIT
FE_OFC3450_sa03_6/Y,g214422/B,0.568348,0.567305,0.568348,UNINIT,0.567305,UNINIT
FE_OFC3450_sa03_6/Y,g213444/A1,1.202619,1.201736,1.202619,UNINIT,1.201736,UNINIT
